StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.2,BFI_1,BFI_2,BFI_3,BFI_4,BFI_5,BFI_6,BFI_7,BFI_8,BFI_9,BFI_10,BFI_11,BFI_12,BFI_13,BFI_14,BFI_15,BFI_DO,EC_1,EC_2,EC_3,EC_4,EC_5,EC_6,EC_7,EC_DO,Attach_1,Attach_2,Attach_3,Attach_4,Attach_5,Attach_6,Attach_7,Attach_8,Attach_9,Attach_DO,RNSF1_1,RNSF1_2,RNSF1_3,RNSF1_4,RNSF1_5,RNSF1_6,RNSF1_7,RNSF1_8,RNSF1_DO,KM_P_1,KM_P_2,KM_P_3,KM_P_4,KM_P_5,KM_P_6,KM_P_7,KM_P_8,KM_P_9,KM_P_10,KM_P_11,KM_P_12,KM_P_DO,KM_CSR_1,KM_CSR_2,KM_CSR_3,KM_CSR_4,KM_CSR_5,KM_CSR_DO,KM_M_1,KM_M_2,KM_M_3,KM_M_4,KM_M_DO,KM_PA_1,KM_L_1,KM_L_2,KM_L_3,KM_L_DO,RNSF2_1,RNSF2_2,RNSF2_3,RNSF2_4,RNSF2_5,RNSF2_6,RNSF2_7,RNSF2_8,RNSF2_DO,Q12.1,Q12.1_DO,Q12.4,Q12.2,Q12.2_2_TEXT,Q12.3,Gender,Gender_7_TEXT,Age_1,Race,Race_10_TEXT,Education,Student,Employed,Income,SexualOr,SexualOr_6_TEXT,SC0,FL_3_DO,FL_5_DO
2021-05-04 09:50:40,2021-05-04 10:55:52,0,84.212.138.174,100,3912,1,2021-05-04 10:55:53,R_2c5tZKLAozVdLUQ,,,,,59.847900390625,10.769195556640625,anonymous,EN-GB,1,4,2,2,4,5,3,4,1,3,2,4,4,4,3,3,15|9|1|8|12|2|5|6|7|11|13|4|10|14|3,4,2,3,2,1,4,4,5|7|1|3|6|2|4,7,5,5,5,3,4,3,3,3,7|9|4|2|3|5|8|6|1,4,4,4,5,1,1,1,1,4|2|6|7|8|1|5|3,1,1,1,1,1,1,1,1,1,4,1,3,12|10|2|1|6|8|9|3|7|5|11|4,1,1,1,1,1,5|4|1|3|2,1,1,1,1,2|1|4|3,4,1,1,1,1|2|3,4,5,4,4,1,2,1,1,4|5|7|2|1|8|3|6,7,6|2|5|4|3|7,2,2,Lost video a couple times but came back after a few secs,1,0,,24,0,,4,0,2,,,,205,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
2021-05-03 15:10:33,2021-05-03 15:10:47,0,46.65.13.229,7,14,0,2021-05-04 15:10:48,R_3GAM4deO040X4r6,,,,,,,anonymous,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)",
2021-05-03 15:01:17,2021-05-03 15:30:33,0,107.77.205.208,31,1755,0,2021-05-04 15:30:34,R_24cvqqOSBQAV0fQ,,,,,,,anonymous,EN-GB,1,5,5,1,5,1,4,4,1,3,4,3,4,5,4,3,4|7|6|9|3|11|14|1|8|12|10|15|5|13|2,3,1,4,1,1,4,4,1|7|6|4|2|5|3,4,1,1,6,7,6,4,5,4,7|8|6|4|5|3|2|1|9,5,5,4,5,3,1,3,3,5|7|8|2|6|1|3|4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,"EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
2021-05-03 15:59:18,2021-05-03 15:59:43,0,204.147.152.5,3,24,0,2021-05-04 15:59:43,R_2XiKlarVIxrGFsI,,,,,,,anonymous,EN-GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-03 16:21:42,2021-05-03 16:23:30,0,24.19.190.134,10,107,0,2021-05-04 16:23:31,R_3D24phwUmSUZ4GL,,,,,,,anonymous,EN-GB,1,,,,,,,,,,,,,,,,,5,5,5,1,1,5,5,3|2|1|5|6|4|7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,"EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)",
2021-05-04 00:44:22,2021-05-04 00:47:11,0,172.92.160.157,17,169,0,2021-05-05 00:47:15,R_pu4ivJYB4MrDMjv,,,,,,,anonymous,EN-GB,1,4,5,1,5,5,4,2,2,2,2,3,4,5,3,4,10|8|3|6|13|5|2|7|14|11|4|1|12|15|9,4,1,4,2,2,4,5,3|7|1|2|5|4|6,7,6,6,6,6,2,1,2,2,8|2|7|1|5|6|9|4|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,"EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)",
2021-05-03 22:03:40,2021-05-04 01:45:25,0,69.245.194.217,17,13305,0,2021-05-05 01:45:26,R_3fQ5Q8oCLbf7tEs,,,,,,,anonymous,EN-GB,1,4,3,3,5,5,3,3,3,5,1,2,1,3,2,3,10|11|9|3|4|15|8|2|1|12|7|5|13|6|14,,,,,,,,,7,7,7,1,7,1,7,7,7,6|1|3|2|5|8|7|4|9,5,5,5,5,4,1,2,1,3|4|1|7|2|8|5|6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)",
2021-05-04 19:44:28,2021-05-04 19:44:47,0,172.250.123.15,7,19,0,2021-05-05 19:44:51,R_BE6iriGJest1dVD,,,,,,,anonymous,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)",
2021-05-05 02:31:40,2021-05-05 02:33:50,0,73.221.1.44,10,129,0,2021-05-06 02:33:53,R_2YLcSPwev2w0zHk,,,,,,,anonymous,EN-GB,1,3,2,1,2,5,5,4,2,3,3,1,3,5,2,4,4|14|8|11|7|5|1|15|2|12|13|6|3|10|9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,"Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)",
2021-05-10 21:42:40,2021-05-10 22:06:27,0,73.109.215.134,100,1426,1,2021-05-10 22:06:27,R_erZXZ95Mg8jRNBL,,,,,47.4626007080078125,-122.20890045166015625,anonymous,EN-GB,1,1,2,2,2,4,5,4,4,1,4,4,2,4,4,5,12|8|9|6|10|3|14|11|4|15|5|1|13|2|7,4,2,4,4,2,2,1,1|2|7|3|5|6|4,5,2,5,1,7,7,4,2,3,7|5|4|2|8|1|3|9|6,5,4,4,3,1,1,1,1,1|2|5|4|7|8|6|3,1,1,1,1,1,1,1,1,1,1,1,1,11|5|9|1|10|7|8|6|12|2|4|3,1,1,1,1,1,3|2|4|1|5,1,1,1,1,1|2|4|3,1,1,1,1,1|3|2,4,4,4,3,1,1,1,1,2|5|6|3|7|4|1|8,7,6|3|5|4|2|7,2,1,,1,0,,37,9,,4,0,2,4,0,,212,"Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
2021-05-10 20:30:51,2021-05-10 20:44:02,0,195.11.164.62,97,790,0,2021-05-11 20:44:02,R_3QQpUSaqZEfM84Z,,,,,,,anonymous,EN-GB,1,2,5,2,5,4,5,4,2,4,3,4,5,5,2,4,10|14|4|6|11|12|7|1|5|2|13|3|8|15|9,4,2,5,2,1,4,4,6|1|3|5|4|2|7,6,6,7,3,4,5,6,4,7,7|2|8|6|9|4|5|1|3,5,5,5,5,2,4,3,1,5|6|2|4|8|7|3|1,7,3,3,3,7,7,6,5,1,5,5,1,2|11|6|4|5|10|12|7|3|8|1|9,2,3,4,2,1,3|1|4|2|5,6,7,5,4,3|2|4|1,7,7,7,7,2|1|3,4,5,5,5,2,1,3,1,2|5|6|4|7|8|1|3,3,3|5|4|6|2|7,2,1,,1,0,,25,0,,4,0,2,2,0,,310,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
